0	9	13	4	0	0	40	0	0	0	23	0	13	0	0	0	3	0	7	13	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	53	3	3	0	21	0	4	0	7	0	0	0	0	3	0	0	26	0	3	0	4	0	0	0	4	0	0	0	15	0	0	0	9	0
9	0	3	20	0	0	0	43	0	0	0	30	0	4	0	0	0	7	10	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	6	0	31	0	12	0	18	0	0	22	0	0	0	0	20	0	4	0	3	0	0	0	0	0	0	0	11	0	0	0	5
13	3	0	17	0	0	57	4	6	0	11	0	17	0	3	0	0	0	4	20	0	0	10	21	0	0	0	0	4	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	25	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
4	20	17	0	0	0	4	68	0	6	0	18	0	13	0	5	0	5	41	4	0	0	24	12	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	5	0	0	8	0	25	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	12	0	0	0	0	0	22	0	0	0	0	0	4	0	0	4	5	7	13	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0	3	0	4	0	0	0	0	0	14	0	0	0	4	0	0	0
0	0	0	0	4	0	0	0	0	13	0	0	0	0	0	17	0	0	0	0	0	3	3	0	5	4	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	0	3	0	3	0	0	0	0	0	11	0	0	0	7	0	0
40	0	57	4	0	0	0	4	5	0	22	0	46	0	0	0	3	0	7	0	0	0	9	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	43	4	68	0	0	4	0	0	5	0	30	0	29	0	3	0	4	3	8	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	12	0	5	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	3	0	4	0	0	0	0	0	11	0	0	0	3	0	0	0
0	0	0	6	0	13	0	5	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	5	0	6	0	3	0	0	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	5	0	18	0	4	0	4	0	0	0	0	0	15	0	0	0	8	0	0
23	0	11	0	0	0	22	0	0	0	0	0	17	0	0	0	4	0	6	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0
0	30	0	18	0	0	0	30	0	0	0	0	0	17	0	0	0	6	0	6	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	17	0	0	0	46	0	0	0	17	0	0	0	9	0	0	0	3	0	0	0	6	3	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	5	0	0	0	0	0	3	0	3	0	0	0	0	0
0	4	0	13	0	0	0	29	0	0	0	17	0	0	0	7	0	0	0	0	0	0	3	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0
0	0	3	0	22	0	0	0	28	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0
0	0	0	5	0	17	0	3	0	21	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	5	0	9	0	3	0	0	0	3	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0	3	0	5	0	0
3	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	16	0	0	0	6	0	0	0	3	0
